"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","distance_km"
"G4lRmwDHdvhZAhmtlsYYBw","Wendy's","741 Thompson Ln","Nashville","TN","37204",36.112075744,-86.7674462724,1.5,37,1,5.63908065980248
"zs4d4DqSp5zh3HGFh-PiiQ","Something Special","107 Heady Dr","Nashville","TN","37205",36.0982798,-86.8714149,2.5,21,1,4.16579389851072
"BxhkoR6cscJwwex8gx31OA","Bar-B-Cutie","1787 Gallatin Pike N","Madison","TN","37115",36.296536,-86.700179,3.5,40,1,25.2971364945481
"ORL4JE6tz3rJxVqkdKfegA","Gaylord Opryland Resort & Convention Center","2800 Opryland Dr","Nashville","TN","37214",36.2115923083,-86.6943191727,3,1639,1,17.6994236763998
"Nh1rc9aSeO-Y5lYmXVS6CA","Quality Inn Nashville Downtown - Stadium","303 Interstate Dr","Nashville","TN","37213",36.1688337591,-86.766910851,2,53,1,9.94788212841939
"_mf0QKI1Jlk8zRinr-56FA","Jaguar Nashville","3 Cadillac Dr","Brentwood","TN","37027",36.0360616142,-86.7973280942,5,10,1,6.83417152100727
"uDQgmudYDKiB6n4vwbEeDg","Chrysalis","9040 Carothers Pkwy","Franklin","TN","37067",35.9565328581,-86.8027199385,4.5,112,1,15.336121476443
"35dqrE4z9qWCtCn749oorg","Rippy's Central Pike Collision Repair","3539 Central Pike","Hermitage","TN","37076",36.1859086,-86.6274188,2.5,5,1,20.5942682930401
"xa6JYHDgVza7CuenKBJBHw","Taqueria El Sitio","3466 A Lebanon Pike","Hermitage","TN","37076",36.191654,-86.6254189,4.5,8,0,21.0752995760608
"1dSKEitDDgIkaApe6UNMSA","The Pepper Pott","4611 Alabama Ave","Nashville","TN","37209",36.1530043,-86.8433279,5,18,1,6.86207998186873
"96qKAK06EdkG6GPVxKDdTw","Goin' Postal Westhaven","188 Front St, Ste 116, Westhaven Town Center","Franklin","TN","37064",35.9292046,-86.9195922,3.5,16,1,20.109529113403
"1E9o1SNo7UTf1XHTFPv1_Q","Franklin Juice Co","230 Franklin Rd, Ste 11W","Franklin","TN","37064",35.9326054453,-86.860662065,4.5,66,1,18.1388462500483
"SGigkw0zqh4TTXferq3XGA","Sparkle Cupcake Company","321 Sam Ridley Pkwy W","Smyrna","TN","37167",35.9873329,-86.5469148,4,5,0,27.7053906151569
"ZiJfb924ewMO9S2f-9W9Pw","Advanced Towing & Recovery","1099 Menzler Rd","Nashville","TN","37210",36.1397600339,-86.7380914652,4,15,1,9.42836884966223
"YE2TePip0TxcdquF5hGauQ","JoJo's Hot Dogs and BBQ","240 Longhollow Pike","Goodlettsville","TN","37072",36.3260267,-86.7040631,4.5,14,1,28.1364939556636
"TO5-F6Rgt-_sYvRT9Cta-w","Apple Barn Cider Bar and General Store","109 Opry Mills Dr","Nashville","TN","37214",36.203404,-86.694768,4,5,0,17.0032070943625
"4QFqi8w3rlZTcc5LXKyPJw","Chris' Pizza Village Pleasant View","244 Village Sq Pleasent, Ste 100","View","TN","37146",36.387932573,-87.0147362534,4,31,1,36.9596306569726
"wRBEBZ6TvMTuwosvBa72xQ","August Pearl Salon","5511 Edmondson Pike, Ste 202","Nashville","TN","37211",36.0431449,-86.7447411,4.5,20,1,9.15148985686981
"PENtXTN19SYMMmFYYbA_Gw","Lubrication Corner","705 Columbia Ave","Franklin","TN","37064",35.9222345,-86.8717248,5,5,1,19.4649489380966
"U8N-E8P9UOL_g0VxMCF3Mg","A.K. Lube & Auto","134 Petro Rd","Kingston Springs","TN","37082",36.0820981,-87.0932682,5,5,1,24.1140514664697
"42OM20QndpmsOSY6ccudBA","Union Teller Delicatessen","401 Union St","Nashville","TN","37219",36.1648001,-86.7799287,3.5,6,0,8.97855402173351
"SwWfW3vBn5QkDE7T3urGAg","Persis Biryani Indian Grill","630 S Mount Juliet Rd, Ste 310","Mount Juliet","TN","37122",36.162142,-86.516006,4.5,246,1,28.8756614322254
"1s-vqaaGLscl7h4XIDO7LQ","Brilliant Nail Spa","4091 Mallory Ln, Ste 106","Franklin","TN","37067",35.9326514238,-86.8246329642,4,74,1,17.8563491771988
"wOUJ-duIHPdRiV0af9s0xA","Quality Inn & Suites","1000 Hershel Drive","Mt. Juliet","TN","37122",36.16979,-86.51527,1.5,22,1,29.1759490887588
"5whwQ1UnbkT2wwD8-08Rpw","Cole Brothers","711 Myatt Center Ln","Madison","TN","37115",36.2766423,-86.6885468,4,13,1,23.8578116572405
"d45ejuYD188Yzyxz6cCu-g","Mattress Firm West End Avenue","3009 W End Ave","Nashville","TN","37203",36.1433929232,-86.8141224616,4.5,6,1,5.69702469545078
"BFf44roOiEodYRu06Xq8cg","Wash N' Roll Car Wash - Madison","1215 Gallatin Pike S","Madison","TN","37115",36.2467393,-86.7204366,1,8,1,19.5427473336494
"oSp8B87eQ8droCGiWUERZA","The Moose Music Row","1203 16th Ave S","Nashville","TN","37212",36.1431224,-86.79351,4.5,51,1,6.27428777016968
"jKb0H78PubnEMa5JoXdnvw","Harpeth Cleaners","8127 Highway 100","Nashville","TN","37221",36.044073,-86.955886,2,7,1,12.9329168238515
"W5tIz4sl1yRW_fOXHoGVzQ","barre3 Nashville - The Gulch","501 12th Ave S","Nashville","TN","37203",36.1522694,-86.785108,5,27,1,7.52843732520326
"H3JjbID9Zhukpqr9uupHAA","Jackson's Bar & Bistro - Nashville","1800 21st Ave S","Nashville","TN","37212",36.1366299,-86.8004366,3,402,0,5.35082772912523
"ZuOtTcUKmthgvhKo7B_-sg","Music City Pub Crawl","Commerce St & 2nd Ave N","Nashville","TN","37201",36.1632454,-86.7760574,4.5,55,1,8.99207567387604
"XNWVT7tR7yAzCyf0VQ-ijA","Groove Room Studios","3668A Central Pike","Nashville","TN","37076",36.181686,-86.624583,4.5,10,1,20.5862149971622
"dD2p903p8lU0IgXT3OFluA","Edgehill Cafe","1201 Villa Pl","Nashville","TN","37212",36.1429685,-86.7923549,3.5,245,0,6.30757298985946
"6mCsrUp9Vl4iXMbOxWtVjA","Dosa Hut Indian Grill","4047 Nolensville Pike","Nashville","TN","37211",36.0810108,-86.7280648,4,99,0,8.87220313726317
"rTW2Og0Tg-OkLTvRwgYO9Q","Courtyard by Marriott Nashville Downtown","170 4th Ave N","Nashville","TN","37219",36.1636657502,-86.7784967447,3,110,1,8.92673457477932
"Gki1ureeRKqlIkQ-AELDVg","Brugada","204 Commerce St","Nashville","TN","37201",36.163323,-86.7765917,3.5,49,1,8.97592148900955
"NrL5xcCR9Zhy8kh5mHwvWw","Paige Simmons Salon","3011 Poston Ave","Nashville","TN","37203",36.1447155,-86.8158048,5,7,1,5.81717644993448
"fI8kWao4ejLDDGgWNxKiHw","Edible Arrangements","2416 Elliston Pl","Nashville","TN","37203",36.1482816,-86.8081665,2.5,12,1,6.34343416148108
"0gKLY_mzf7ibYEZ28tWuXA","US Storage Centers","7102 Bakers Bridge Ave","Brentwood","TN","37027",35.9641647,-86.8197583,4,9,1,14.3576042945254
"5EGhvgDt_E-JPl4EhQkOtg","Edgehill Cafe","6900 Lenox Village Blvd, Ste 15","Nashville","TN","37211",36.024589,-86.71193,4,7,0,12.7534387682736
"0_bq30K9LWJP16wCrKUD5w","Barker Diamond Company","2200 21st Ave S, Ste 106","Nashville","TN","37212",36.1300497,-86.8016849,5,17,1,4.64408611713349
"uPL28VrdCqBDkkJe1A_NTA","American Freight Furniture, Mattress, Appliance","309 N Main St","Goodlettsville","TN","37072",36.3254421616,-86.7131666746,3,11,1,27.7689601082749
"B9oez-fvFRD76en7pEvhMA","Dress Up","1704 21st Ave S","Nashville","TN","37212",36.1373207229,-86.8005514517,4,18,1,5.41633797584236
"c6xOzTbNqD-1g9PoxAh4DQ","The Wine Loft","503 12th Ave S","Nashville","TN","37203",36.1520443,-86.7846698,3,36,0,7.5256800575386
"G1q5MH5z7OKJOnq9nnbzZw","Williamson County Animal Center","106 Claude Yates Dr","Franklin","TN","37064",35.9443945,-86.878041,3.5,12,1,17.2104184465167
"skN2XhKXlcjf53uIwzAedw","Burger Up - Franklin","401 Cool Springs Blvd","Franklin","TN","37067",35.9459704793,-86.8279486659,3.5,329,1,16.3749024189242
"vo12FJ4dAdP8Jr4ctFYRkg","Painturo's","12910 Lebanon Rd","Mount Juliet","TN","37122",36.2244538,-86.5418712,4,46,1,29.3946585636149
"I2CxrvM0BGH1svfxqGGD2g","M.L.Rose Craft Beer & Burgers - Melrose","2535 8th Ave S, Ste 107","Nashville","TN","37204",36.1226231735,-86.7761365195,3.5,472,1,5.53061793421203
"-BDSQ7COGF0tcbWJRkTIZw","Volkswagen Of North Nashville","2431 Gallatin Rd N","Nashville","TN","37115",36.308867,-86.675097,2.5,45,1,27.5648827341996
"QpPc51mH86xyrRmnFijpTQ","Kávé Express","500 W Main St","Hendersonville","TN","37075",36.3027229388,-86.6324932185,4.5,50,1,29.0783101922014
"g7GCbnZC_HKO0ybNt7NXBw","Popeyes Louisiana Kitchen","443 Opry Mills Dr","Nashville","TN","37214",36.202427,-86.692898,1,6,1,17.0420458964892
"a4BzM4nqUzJRqszzEV1fJQ","Italian Style! Italian Restaurant","1203 Murfreesboro Rd, Ste 501","Franklin","TN","37067",35.9173052,-86.8296648,3.5,5,0,19.5679881474579
"TwIouh_gbW9TCSK3PhuPrg","T J Maxx","545 Cool Springs Blvd","Franklin","TN","37067",35.948462,-86.823777,3,28,1,16.0969273778627
"nX7aULcuP15c6ntE1ml7Wg","Donelson Pub","945 Allen Rd","Nashville","TN","37214",36.1502218,-86.6657714,3.5,18,1,15.71406616697
"W0Gz0jEnksN13MXdZAvKNQ","Nothing But Family","","Nashville","TN","37011",36.06,-86.67,3.5,8,1,14.471329680424
"KXVn1sHOBrLvARWYUhI-lg","Stardust Tea Spices and Beads","850 Hillwood Blvd, Ste 7","Nashville","TN","37209",36.1384241,-86.8791496,4.5,6,1,6.98095715094346
"8iKBXKXuxFTwKlBTYr8bYw","Hayes House Hillsboro Village by RAM Partners","2101 Portland Ave","Nashville","TN","37212",36.1330993,-86.8018091,2.5,9,0,4.94275340508967
"3u5ri1nLnDyFeGEHEXfGhQ","Gin-o Boutique","118 4th Ave S","Franklin","TN","37064",35.9238913,-86.8700007,3.5,6,1,19.2519284127852
"ByTZJsTDDhvOYKCj7uoy4w","Rumours Wine and Art Bar","2304 12th Ave S","Nashville","TN","37204",36.1271133,-86.7889412,3,29,0,5.02162079284936
"RJPRi1pwocHNZr9ISz_P-A","National Underground","105 Broadway","Nashville","TN","37201",36.1617952,-86.7744663,2.5,126,0,8.92496506785627
"yTsG5uSr0OF0FuAuaa4MGA","Bridal & Formal by RJS","3806 Nolensville Pike","Nashville","TN","37211",36.08805,-86.731465,3,18,1,8.48235931244315
"OIeDCcIR7GKOyDFkkG6f-Q","Coleman Taylor Transmissions","318 Downs Blvd","Franklin","TN","37064",35.9086461,-86.8813826,5,8,1,21.1351156587812
"0d-bfgB_ERklF7G9170R2g","Sam Davis Home","1399 Sam Davis Rd","Smyrna","TN","37167",35.988987,-86.498522,3.5,6,1,31.6346985396548
"jg1adoNcXd4nWkP9wWUYwQ","Tech Next Door","","Nashville","TN","37217",36.1023342,-86.6459944,5,6,1,16.1841343988953
"Mp9SeTCbDFpynBhttlgwKA","Value Vet","4602 Gallatin Pike","Nashville","TN","37216",36.2292826,-86.7247601,3,25,1,17.6644626121331
"0CMmdGACj_gM8GSTOjhpWQ","The Animal Clinic","580 W Main St","Hendersonville","TN","37075",36.3029227663,-86.6360183233,3,16,1,28.9085163820804
"4Rz9e2RmP7ErILpcls-n2w","Belle Restaurant","5025 Harding Pike","Nashville","TN","37205",36.1049162,-86.8646954,3,5,0,3.75986856139888
"RzGr37s8p2ujVuN9of7ksQ","Panaderia La Conchita","4239 Nolensville Pike","Nashville","TN","37211",36.0744978515,-86.7254739712,4.5,44,1,9.23770400632359
"WJkn1P09sKDpFrP2YHpJhw","Joy Bridal Studio","5008 Thoroughbred Ln","Brentwood","TN","37027",36.0367431,-86.791412,5,10,0,6.98117936276271
"uE3yzH2l1A_FYciu95EptA","Koi Sushi & Thai","102 Lumber Dr","Franklin","TN","37064",35.8994368,-86.8755453,4,157,1,22.0187918979649
"ZdHf2EkMQPV2OBNgGhMAKQ","Americas Best Value Inn Nashville Downtown","2403 Brick Church Pike","Nashville","TN","37207",36.2096512,-86.7777406728,2,28,1,13.6724159464932
"LnTRPLsxKt52AoX9oU6NPA","Long Hollow Family Practice","450 Professional Park Dr, Ste C","Goodlettsville","TN","37072",36.3123324,-86.700036,2.5,6,1,26.8879767576951
"9sdu-m075T6qdB46wXP46w","Krispy Kreme","2103 Elliston Pl","Nashville","TN","37203",36.1521600733,-86.8027144035,3,65,1,6.89256553763017
"8SqvtaRu9likNDAfAU-HBQ","Panda Express","455 Opry Mills Dr","Nashville","TN","37214",36.2027284902,-86.6944885254,3,15,1,16.9664313517532
"K9UndN45lYWVH4KgFj-8iQ","Pleasant View Car Care","6512 Hwy 41A","Pleasant View","TN","37146",36.4009409532,-87.0309654,2.5,6,1,38.9197240157684
"7CBsFEzEny_Ro833RS6Acg","Farmer's Market Deli & Grill","900 Rosa L Parks Blvd","Nashville","TN","37243",36.169445,-86.78794,3.5,9,1,9.15145041285269
"jwtz8TmuD6VyfiB7fxOU2w","Eats","14803 Lebanon Rd","Mount Juliet","TN","37138",36.2198738,-86.5726223,3.5,8,0,26.7604426019382
"diqXZ9CBFlIHW7i9UHefhw","Burger King","363 Harding Pl","Nashville","TN","37211",36.0842766668,-86.7042401,1.5,9,1,10.957007058749
"sway6xsRT_CUC6peK_Pyww","Bobby Hotel","230 4th Ave N","Nashville","TN","37219",36.1647114553,-86.7793040316,3.5,178,1,8.995605110498
"KXQ7xJTGknQAL0u5ot2NPg","Lucchese","503 12th Ave. S.","Nashville","TN","37203",36.1517646,-86.7842896,4.5,20,1,7.51535166669306
"_49FsmTfruZSTjxU4OwOsg","Taziki's Mediterranean Cafe - West End","3001 W End Ave","Nashville","TN","37212",36.1436547,-86.8135218,3.5,120,1,5.73563446775868
"AuTmUY381to83xPwovoERg","Wingstop","127 Gallatin Pike N","Madison","TN","37115",36.2649788207,-86.712538285,2.5,31,1,21.6657259101774
"RA5XmETVhq--8qEtEskk2g","Mister Car Wash","2130 Murfreesboro Pike","Nashville","TN","37217",36.0931963,-86.6517341,4,5,1,15.6357880734925
"J5iKHo4BjIc0KMSdQyIwRQ","So Fly Studio","151 Adams Ln, Ste 8","Mount Juliet","TN","37122",36.1897975,-86.4794359,5,8,1,32.9262791672794
"X64JH5kXOjWsBCsGxmFSIw","Cinco de Mayo","14795 Lebanon Rd","Old Hickory","TN","37138",36.2197054,-86.5722192,3.5,35,1,26.7813759172212
"0BNR2_vrxuXG6I7f3Y6LZQ","Midtown Corkdorks Wine, Spirits & Beer","1610 Church St","NASHVILLE","TN","37203",36.1570489,-86.7943734,4,117,1,7.65558114934729
"mfkS2uOfBTCpySgzqMeKRg","Providence Trail","2500 Aventura Dr","Mt. Juliet","TN","37122",36.164496,-86.505495,1.5,8,1,29.8559800556125
"J7Oo9rhwX7O3ak54pu_Mhg","Captain D's","2633 Lebanon Pike","Nashville","TN","37214",36.16937,-86.67255,3.5,14,1,16.1683203752102
"hUPqPbb1MJrTf7lNi6SmgA","Flowers By Design","2826 Azalea Pl","Nashville","TN","37204",36.1126682,-86.7678074,1.5,10,1,5.63419804004503
"8s1uT8dyBEUwTNeHoZntMg","El Rey","139 2nd Ave N","Nashville","TN","37201",36.1629191,-86.7761598,3,89,0,8.95596637206834
"jS9BruaKtDv556mbwl3Onw","La Belle Nail Spa","550 Sam Ridley W Pkwy, Ste 130","Smyrna","TN","37167",35.98175,-86.5586446,2.5,27,1,27.0332257572921
"RXvxF6uZLUNiblUgV0DYGw","Citipointe Church","7533 Lords Chapel Dr","Nashville","TN","37211",36.0266418457,-86.7101076087,4,6,1,12.7513534256163
"RaudZPPMftkimn3jgw5D2g","Bank of America Financial Center","451 W Main St","Hendersonville","TN","37075",36.301861349,-86.631506292,1.5,8,1,29.054545812767
"mGpLYGly9TmJsWiELfHXYg","Raz'z Restaurant","408 Sam Ridley Pkwy","Smyrna","TN","37167",35.986072,-86.549655,3.5,44,0,27.5428765477085
"_cndcbuaqSRW5f-MeZasNw","Toyama Japanese Steak House","15532 Old Hickory Blvd","Nashville","TN","37211",36.040788,-86.7402801,3,142,1,9.62989759850158
"jRyuScTMHEyPmlghZv8mnA","Nashville West Shopping Center","6716 Charlotte Pike","Nashville","TN","37209",36.1382175,-86.8875329,4.5,16,1,7.50580626908992
"1WrtDs4KZPkOpYxchAwsuw","O'Reilly Auto Parts","5714 Charlotte Pike","Nashville","TN","37209",36.1502841,-86.8608501,4.5,6,1,7.11734867431354
"LV61BcSaXlWsFR7_BJHJ9g","Super 8 Nashville Airport","720 Royal Pkwy","Nashville","TN","37214",36.1451283,-86.66477,3.5,12,1,15.5771022818541
"rNcsE2O5FwQMNdabogX7Mg","O'Reilly Auto Parts","4650 Nolensville Rd","Nashville","TN","37211",36.0693696,-86.7196702,5,6,1,9.88435814338495
"3GGGwkQ8A0ICQTfwTKPiQw","Captain D's","2123 Memorial Blvd","Springfield","TN","37172",36.4922337558,-86.875317026,2,10,1,44.6599983465994
"2STdNUM3QLhnPfZF5X9eBw","Downtown Cleaners","206 4th Ave N","Nashville","TN","37219",36.1641199,-86.7788099,2.5,7,0,8.95803124194565
"cDDxC4MS5YrRKTBr7j6iAg","Ascension Saint Thomas Urgent Care - Nashville - Inglewood","3024 Gallatin Pike","Nashville","TN","37216",36.2046621,-86.7373599,2,14,1,14.7378804278452
"zxpJ4Frr8Zoru-YaNzOxzw","China Spring","8165 Hwy 100","Nashville","TN","37221",36.0441354,-86.9579331,3.5,33,1,13.0972805846604
"gv9IWG3dejsacl6xPG-yyg","Little Caesars","4091 Mallory Ln","Franklin","TN","37067",35.9331871,-86.8246085,2,14,1,17.7967290463244
"WMgB7_odx8hk3BFQAIZ5hQ","Thai Phooket Smyrna","1890 Almaville Rd, Ste 100","Smyrna","TN","37167",35.9317024,-86.5338211,4,76,1,31.8229864385729
"dEjlpLUtjv4ax2HtRKT8ng","Strike & Spare Family Fun Center","5315 Nolensville Pike","Nashville","TN","37211",36.0527812,-86.7154941,2.5,11,1,10.8705395666022
"x-HQh-lEouO2Dpn5_noaaw","Yogasoul","811 Wedgewood Ave","Nashville","TN","37203",36.1339460315,-86.7803091556,4.5,10,1,6.10544033012861
"hst6dLda-vrxZKBwA5ZGpg","Full Ride Cycling","2227 10th Ave S","Nashville","TN","37204",36.1270778,-86.7863447,5,11,1,5.17485488207796
"xg3OfgwSF0bzFaQDPekj6Q","Great Anerican","2451 Atrium Way","Nashville","TN","37214",36.160954,-86.6901331,1.5,10,1,14.3315839447259
"qZIiURCjON7QcTzNtG9JpQ","Subway","99 White Bridge Rd","Nashville","TN","37205",36.1316071,-86.8581153,1.5,8,0,5.19524498915124
"FQtnx_NwEZBPPMlOeVjXzw","Lennys Subs","1945 Mallory Ln, Ste 170","Franklin","TN","37067",35.9541435,-86.8193952,3.5,6,0,15.4736134073937
"4fXSqfv3O8_j45f8PKg_CA","Magnuson Hotel","2401 Brick Church Pike","Nashville","TN","37207",36.209203,-86.777134,1.5,5,0,13.6423645457301
"vG9aD-fvsIimgo-l7u8-AA","P.F. Chang's","439 Cool Springs Blvd","Franklin","TN","37067",35.9467222474,-86.8257665634,2.5,181,1,16.2898098573925
"Brfjd29eQybUzNlgN4Snxw","Sam's Clothing & Shoes","227 5th Ave N","Nashville","TN","37219",36.1638736,-86.7809268,4,5,1,8.84587930194112
"s3FRhtaNU8dt-mKkLKUQaQ","RuSan's Sushi and Seafood","505 12th Ave S","Nashville","TN","37212",36.1518970081,-86.7848066755,3,206,0,7.50536288019628
"-tGCZ_lEXBFpw9sg_bpllg","The Transfer Lab","127 Franklin Rd, Ste 200","Brentwood","TN","37027",36.035667,-86.788864,5,7,1,7.19129506644636
"rzFU3lPQIzjbVy149yIksg","The Home Depot","224 S Royal Oaks Blvd","Franklin","TN","37064",35.9103867,-86.8275251,2.5,18,1,20.3354266710862
"iFdzgE72mJT0Ryy5wISw-Q","Signature Cleaners","104 Glen Oak Blvd","Hendersonville","TN","37075",36.324428,-86.61836,1.5,7,0,31.776233438558
"KPmFv_Ou6ddauV_gYauWzg","Taquería La Juquilita","5913 Morrow Rd","Nashville","TN","37209",36.1621286521,-86.8611215519,4.5,74,1,8.32759336921464
"ZJC0ONdxmIlwidXd8E0fXg","BoomBozz Craft Pizza & Taphouse","8016 Hwy 100","Nashville","TN","37221",36.047064,-86.951448,3.5,57,1,12.4309505200411
"BiBwdFcG0ynK50_g7zJTOg","Chopt Creative Salad Co.","211 Franklin Rd, Ste 160","Brentwood","TN","37027",36.032004,-86.79085,3.5,135,1,7.47952299713622
"C7-MkOrqxL_QZhNVr_QBfw","Atlantic Bedding and Furniture","401 Harding Industrial Dr","Nashville","TN","37211",36.0894925,-86.6895662,3.5,15,0,12.2393929745663
"N7wYxm84QtcqTJZfGWpxzw","McDonald's","653 Frazier Dr","Franklin","TN","37067",35.9453792141,-86.8237428367,2.5,24,1,16.4401151868062
"qJ0l7IkAogV6c0bF5sEeIA","Universal Gymnastics","5003 Market Pl","Mount Juliet","TN","37122",36.2288152,-86.5381202,5,5,1,29.9291320992471
"k7oZJB7BSx37e-masOmiLQ","Hattie Jane's Creamery","5055 Broadway Place","Nashville","TN","37203",36.1601939,-86.779742,4.5,7,1,8.53381712536993
"-2Axhv9AZ_n7qjQefECpVw","Greek Sotir Grill","4630 Lebanon Pike","Hermitage","TN","37076",36.2166079,-86.5963643,3.5,21,0,24.7696423891064
"VsH62U-Yeixt5zvge8mFcQ","Best Wrench Auto Care","5001 Nolensville Pike","Nashville","TN","37211",36.060982,-86.7170784,2.5,5,1,10.3924636963625
"FwHflGnStDpUwucnF-fttA","Taste Of Music City","1 Public Sq","Nashville","TN","37201",36.1669539,-86.7783775,4,17,1,9.25553416743524
"15AxDnfjRdXoma781qDRuQ","Roberts Mobile Mechanics","504 Raymond St","Nashville","TN","37211",36.0991936,-86.7438179,3.5,11,1,7.38397517143861
"rT1XbnU-U-iT1sPD54s5BA","Jos. A. Bank","300 Indian Lake Blvd, Ste 160","Hendersonville","TN","37075",36.3293626,-86.5904583,3,6,0,33.7321840233815
"2V5ki_0pbSn2wF8m1tGBHA","Sport Seasons","56 White Bridge Rd","Nashville","TN","37205",36.1300178,-86.8518938,4,18,1,4.74762787904916
"TNUg27krgWLuF12ttBmBiQ","Massage Envy - Bellevue","8024 Highway 100, Ste 2B","Bellevue","TN","37221",36.047128,-86.95194,3.5,12,1,12.4683772783746
"qONvIS94nZhXYm-jccXyuw","Top Hog","642 Blythe St","Gallatin","TN","37066",36.398778,-86.451974,4.5,140,1,47.7819104056629
"6JYlHtiOpvfelDmiejftNg","getFIT615","65 Music Square E","Nashville","TN","37203",36.1470656,-86.7927447,5,13,1,6.69725428777038
"GLRqRGjzS6nnmiks_hsgGQ","Eastside Nails","1006 Fatherland St, Ste 306-A","Nashville","TN","37206",36.1739064044,-86.7507828891,3.5,28,1,11.2337626367779
"RHKaHXUelcRN1_uvKtRrGA","Brentwood Day Spa","231 Wilson Pike Cir, Ste 100","Brentwood","TN","37027",36.0311622,-86.785346,4,6,1,7.78234944123333
"dk26UvdutPN2zzoPpqeZ1w","Cervino Heating & Air","","Nashville","TN","37211",36.158887,-86.782056,4.5,7,1,8.30674242640575
"wnjFEC-w0qWnyDnO8k1RpA","Nectar Urban Cantina","206 McGavock Pike","Nashville","TN","37214",36.16813138,-86.6804685,4.5,390,1,15.4923356082763
"VKFWX_Cd7cTiV3_RPdcXPw","Bamboo Oriental Cuisine","331 Waldron Rd","La Vergne","TN","37086",36.011712,-86.5934286,3.5,5,1,22.769370938634
"igd4ss0LG6HOLl-kUg3YWQ","Kim's Hair Plus","4898 Nolensville Rd","Nashville","TN","37211",36.0634408,-86.7164586,3.5,5,1,10.3543354514807
"dDn_NVOQh9F-t153S035Ew","Rice Box","119 Northcreek Blvd","Goodlettsville","TN","37072",36.3265562,-86.6993617,4,67,1,28.3569502365829
"5iq90F1I1QJs5eJbCIOQ0g","Carmen's Day Spa and Wellness Center","127 Walton Ferry Rd","Hendersonville","TN","37075",36.301713,-86.619797,4.5,6,1,29.6846652155509
"sKqn8vhO8kcScDDtbuz_bw","Nadeau Furniture with a Soul","2104 Crestmoor Road","Nashville","TN","37215",36.1106271482,-86.7559853947,4,12,0,6.5559758600724
"iDGohK_mkqnAfLeWC4P4TQ","51st Deli","1314 51st Ave N","Nashville","TN","37209",36.1619072,-86.84887,4.5,164,1,7.94597392400609
"Ahwed4jRpXhmSCkcLL7FOw","Moe's Southwest Grill","101 Creekside Xing","Brentwood","TN","37027",36.0371204933,-86.7983664088,3,48,1,6.69014657366524
"NcO-pWiZmNM5zBg8H9zB6Q","La Tavola Ristorante Italiano","114 Front St","Smyrna","TN","37167",35.9811081,-86.5193323,4,191,1,30.2514059592173
"PfKuhGC46pQjnKgQnts-mA","The Night Owl","330 Welch Rd","Nashville","TN","37211",36.082922,-86.7228315,4.5,15,0,9.30957291967523
"wCrh_VwxVc65OGFzxHn5uA","Staybridge Suites - Franklin","3601 Mallory Ln","Franklin","TN","37067",35.9389286557,-86.8223989264,5,5,1,17.1597322063002
"yH0ON2BtV52JXxWdZy7Psg","Flat Tire Diner","4700 Old Hickory Blvd","Old Hickory","TN","37138",36.202711,-86.621012,4.5,71,1,22.0696018062778
"3fbs9KdaFicfb1Lj7Znq-g","Walkin' Nashville - Music City Legends Tour","5th Ave & Union","Nashville","TN","37219",36.1645233,-86.7810525,5,21,1,8.90530305201238
